X,Y,Move
0.028935325000000005,0.0119545788,0
0.028935325000000005,0.19878222960000003,0
0.028935325000000005,0.1008529317,1
0.067236202,0.1276635456,1
0.09263573199999998,0.1364122737,1
0.13053344199999997,0.1364122737,1
0.156336139,0.1276635456,1
0.16883432199999998,0.1008529317,1
0.16883432199999998,0.0119545788,1
0.028935325000000005,0.1008529317,1
0.067236202,0.1276635456,1
0.09263573199999998,0.1364122737,1
0.13053344199999997,0.1364122737,1
0.156336139,0.1276635456,1
0.16883432199999998,0.1008529317,1
0.16883432199999998,0.0119545788,1
0.028935325000000005,0.1008529317,1
0.067236202,0.1276635456,1
0.09263573199999998,0.1364122737,1
0.13053344199999997,0.1364122737,1
0.156336139,0.1276635456,1
0.16883432199999998,0.1008529317,1
0.16883432199999998,0.0119545788,1
0.028935325000000005,0.1008529317,1
0.067236202,0.1276635456,1
0.09263573199999998,0.1364122737,1
0.13053344199999997,0.1364122737,1
0.156336139,0.1276635456,1
0.16883432199999998,0.1008529317,1
0.16883432199999998,0.0119545788,1
0.028935325000000005,0.1008529317,1
0.067236202,0.1276635456,1
0.09263573199999998,0.1364122737,1
0.13053344199999997,0.1364122737,1
0.156336139,0.1276635456,1
0.16883432199999998,0.1008529317,1
0.16883432199999998,0.0119545788,1
0.028935325000000005,0.1008529317,1
0.067236202,0.1276635456,1
0.09263573199999998,0.1364122737,1
0.13053344199999997,0.1364122737,1
0.156336139,0.1276635456,1
0.16883432199999998,0.1008529317,1
0.16883432199999998,0.0119545788,1
0.409928269,0.0386240832,2
0.384528739,0.02084441220000001,2
0.35912920900000006,0.0119545788,2
0.320828332,0.0119545788,2
0.295831969,0.02084441220000001,2
0.270029272,0.0386240832,2
0.257531092,0.06529358970000002,2
0.257531092,0.08307326070000003,2
0.270029272,0.10960165770000001,2
0.295831969,0.1276635456,2
0.320828332,0.1364122737,2
0.35912920900000006,0.1364122737,2
0.384528739,0.1276635456,2
0.39743008599999996,0.1186326027,2
0.409928269,0.1008529317,2
0.409928269,0.08307326070000003,2
0.257531092,0.08307326070000003,2
0.498625039,0.0119545788,3
0.498625039,0.19878222960000003,3
0.600223156,0.0119545788,4
0.600223156,0.19878222960000003,4
0.7526203360000001,0.1364122737,5
0.7909212130000001,0.1364122737,5
0.816320743,0.1276635456,5
0.8417202730000001,0.10960165770000001,5
0.8542184530000001,0.08307326070000003,5
0.8542184530000001,0.06529358970000002,5
0.8417202730000001,0.0386240832,5
0.816320743,0.02084441220000001,5
0.7909212130000001,0.0119545788,5
0.7526203360000001,0.0119545788,5
0.7276239729999999,0.02084441220000001,5
0.701821276,0.0386240832,5
0.6893230960000001,0.06529358970000002,5
0.6893230960000001,0.08307326070000003,5
0.701821276,0.10960165770000001,5
0.7276239729999999,0.1276635456,5
0.7526203360000001,0.1364122737,5
1.08281422,0.1364122737,6
1.13361328,0.0119545788,6
1.08281422,0.1364122737,6
1.13361328,0.0119545788,6
1.13361328,0.0119545788,7
1.18441234,0.1364122737,7
1.18441234,0.1364122737,8
1.235211397,0.0119545788,8
1.18441234,0.1364122737,8
1.235211397,0.0119545788,8
1.235211397,0.0119545788,9
1.286010457,0.1364122737,9
1.425503113,0.1364122737,10
1.4638039900000002,0.1364122737,10
1.48920352,0.1276635456,10
1.51460305,0.10960165770000001,10
1.5271012300000002,0.08307326070000003,10
1.5271012300000002,0.06529358970000002,10
1.51460305,0.0386240832,10
1.48920352,0.02084441220000001,10
1.4638039900000002,0.0119545788,10
1.425503113,0.0119545788,10
1.40050675,0.02084441220000001,10
1.3747040529999999,0.0386240832,10
1.3622058730000002,0.06529358970000002,10
1.3622058730000002,0.08307326070000003,10
1.3747040529999999,0.10960165770000001,10
1.40050675,0.1276635456,10
1.425503113,0.1364122737,10
1.6158027640000001,0.0119545788,11
1.6158027640000001,0.1364122737,11
1.6158027640000001,0.08307326070000003,12
1.628704111,0.10960165770000001,12
1.6541036409999998,0.1276635456,12
1.679503171,0.1364122737,12
1.717400881,0.1364122737,12
1.6158027640000001,0.08307326070000003,12
1.628704111,0.10960165770000001,12
1.6541036409999998,0.1276635456,12
1.679503171,0.1364122737,12
1.717400881,0.1364122737,12
1.6158027640000001,0.08307326070000003,12
1.628704111,0.10960165770000001,12
1.6541036409999998,0.1276635456,12
1.679503171,0.1364122737,12
1.717400881,0.1364122737,12
1.6158027640000001,0.08307326070000003,12
1.628704111,0.10960165770000001,12
1.6541036409999998,0.1276635456,12
1.679503171,0.1364122737,12
1.717400881,0.1364122737,12
1.6158027640000001,0.08307326070000003,12
1.628704111,0.10960165770000001,12
1.6541036409999998,0.1276635456,12
1.679503171,0.1364122737,12
1.717400881,0.1364122737,12
1.781101288,0.0119545788,13
1.781101288,0.19878222960000003,13
2.022593641,0.0386240832,14
1.997194114,0.02084441220000001,14
1.9717945839999997,0.0119545788,14
1.933493704,0.0119545788,14
1.908497344,0.02084441220000001,14
1.8826946469999999,0.0386240832,14
1.870196464,0.06529358970000002,14
1.870196464,0.08307326070000003,14
1.8826946469999999,0.10960165770000001,14
1.908497344,0.1276635456,14
1.933493704,0.1364122737,14
1.9717945839999997,0.1364122737,14
1.997194114,0.1276635456,14
2.022593641,0.10960165770000001,14
2.022593641,0.0119545788,15
2.022593641,0.19878222960000003,15
